symbol,regime,net_expectancy,trades,win_rate,cost_avg
087010,CHOP_LOWVOL,-0.0020366130730598416,1028,0.2908560311284047,0.002799999999999999
087010,PANIC,0.011971048661615734,22,0.5,0.002799999999999999
017670,CHOP_HIGHVOL,-0.004648428835489833,1,0.0,0.0028
017670,CHOP_LOWVOL,-0.0029317570913957305,2126,0.24459078080903104,0.0027999999999999995
017670,PANIC,-0.001643827930540738,10,0.4,0.0028
267250,TREND_UP,0.005038347859428584,3,0.6666666666666666,0.0028
267250,CHOP_HIGHVOL,-0.0043682681954922906,26,0.19230769230769232,0.0027999999999999995
267250,CHOP_LOWVOL,-0.002640620745471881,1385,0.27220216606498193,0.0028
267250,PANIC,-0.0020688201060972055,27,0.37037037037037035,0.0027999999999999995
0126Z0,CHOP_HIGHVOL,0.005363401609328581,40,0.35,0.0028
0126Z0,CHOP_LOWVOL,-0.002797137525220887,21,0.19047619047619047,0.002799999999999999
0126Z0,PANIC,0.027805404151311917,2,0.5,0.0028
005387,TREND_UP,-0.0005303202790119458,4,0.75,0.0028
005387,TREND_DOWN,-0.005570310592331824,2,0.0,0.0028
005387,CHOP_HIGHVOL,-0.009959904534606205,1,0.0,0.0028
005387,CHOP_LOWVOL,-0.0024988241707505697,1249,0.3018414731785428,0.0028
005387,PANIC,-0.002955262072667514,38,0.2894736842105263,0.0027999999999999995
000810,CHOP_HIGHVOL,-0.005683899262884909,3,0.0,0.0028
000810,CHOP_LOWVOL,-0.0028547300877476423,1454,0.2551581843191197,0.0028
000810,PANIC,-0.005147581566165172,35,0.2571428571428571,0.0027999999999999995
012330,CHOP_HIGHVOL,0.0014553191489361703,1,1.0,0.0028
012330,CHOP_LOWVOL,-0.002889756464932585,1582,0.2610619469026549,0.0028
012330,PANIC,0.00221496469393278,26,0.5384615384615384,0.0027999999999999995
042700,TREND_UP,0.013785702557510663,3,0.6666666666666666,0.0028
042700,TREND_DOWN,-0.0028,1,0.0,0.0028
042700,CHOP_HIGHVOL,-0.0011761019912995252,16,0.25,0.0028
042700,CHOP_LOWVOL,-0.0022793912404191225,1154,0.2668977469670711,0.0028000000000000004
042700,PANIC,-0.005298477232051617,19,0.3157894736842105,0.0027999999999999995
005380,TREND_UP,-0.004625290460747304,2,0.5,0.0028
005380,CHOP_HIGHVOL,-0.0038986590449993554,2,0.5,0.0028
005380,CHOP_LOWVOL,-0.0028241734871944785,1658,0.26537997587454765,0.0027999999999999995
005380,PANIC,0.0007107418097124741,18,0.3888888888888889,0.0027999999999999995
021240,TREND_UP,0.03048942810337159,3,1.0,0.0028
021240,CHOP_HIGHVOL,-0.004492701558462639,24,0.2916666666666667,0.0028
021240,CHOP_LOWVOL,-0.003363404362067957,1429,0.2596221133659902,0.0028
021240,PANIC,-0.0005155936818694068,18,0.5,0.0027999999999999995
010950,TREND_UP,0.026117945579512285,2,1.0,0.0028
